Date,Close
2023-05-12,381.9200134277344
2023-05-11,383.3900146484375
2023-05-10,382.5400085449219
2023-05-09,382.94000244140625
2023-05-08,385.510009765625
2023-05-05,384.6600036621094
2023-05-04,376.1199951171875
2023-05-03,374.8999938964844
2023-05-02,376.0299987792969
2023-05-01,379.8599853515625
2023-04-28,380.0299987792969
2023-04-27,373.6700134277344
2023-04-26,366.760009765625
2023-04-25,368.5299987792969
2023-04-24,374.7300109863281
2023-04-21,375.239990234375
2023-04-20,375.0
2023-04-19,372.79998779296875
2023-04-18,372.32000732421875
2023-04-17,372.760009765625
2023-04-14,372.42999267578125
2023-04-13,369.6499938964844
2023-04-12,361.7799987792969
2023-04-11,364.1300048828125
2023-04-10,360.1400146484375
2023-04-06,361.4700012207031
2023-04-05,363.7900085449219
2023-04-04,363.8999938964844
2023-04-03,366.4700012207031
2023-03-31,363.4100036621094
2023-03-30,359.260009765625
2023-03-29,359.5299987792969
2023-03-28,354.3299865722656
2023-03-27,354.6199951171875
2023-03-24,351.6300048828125
2023-03-23,354.3699951171875
2023-03-22,351.0299987792969
2023-03-21,354.57000732421875
2023-03-20,349.32000732421875
2023-03-17,349.6600036621094
2023-03-16,348.0
2023-03-15,348.0799865722656
2023-03-14,352.82000732421875
2023-03-13,344.7099914550781
2023-03-10,347.1099853515625
2023-03-09,354.44000244140625
2023-03-08,359.0299987792969
2023-03-07,359.94000244140625
2023-03-06,366.92999267578125
2023-03-03,361.5
2023-03-02,355.57000732421875
2023-03-01,353.5
2023-02-28,355.2900085449219
2023-02-27,355.4800109863281
2023-02-24,353.1199951171875
2023-02-23,355.5299987792969
2023-02-22,354.9700012207031
2023-02-21,355.9599914550781
2023-02-17,361.1300048828125
2023-02-16,367.54998779296875
2023-02-15,369.6400146484375
2023-02-14,369.9599914550781
2023-02-13,370.8299865722656
2023-02-10,366.8299865722656
2023-02-09,370.4200134277344
2023-02-08,370.3500061035156
2023-02-07,375.05999755859375
2023-02-06,372.9700012207031
2023-02-03,373.9100036621094
2023-02-02,374.94000244140625
2023-02-01,374.0799865722656
2023-01-31,370.6000061035156
2023-01-30,371.1199951171875
2023-01-27,374.0299987792969
2023-01-26,377.239990234375
2023-01-25,382.3900146484375
2023-01-24,380.010009765625
2023-01-23,378.57000732421875
2023-01-20,376.2799987792969
2023-01-19,367.94000244140625
2023-01-18,368.9200134277344
2023-01-17,375.0
2023-01-13,375.5199890136719
2023-01-12,379.80999755859375
2023-01-11,377.8599853515625
2023-01-10,371.010009765625
2023-01-09,370.9700012207031
2023-01-06,367.6700134277344
2023-01-05,351.7699890136719
2023-01-04,355.1499938964844
2023-01-03,346.79998779296875
2022-12-30,347.7300109863281
2022-12-29,348.2099914550781
2022-12-28,341.95001220703125
2022-12-27,346.1600036621094
2022-12-23,343.6000061035156
2022-12-22,341.5199890136719
2022-12-21,345.69000244140625
2022-12-20,342.95001220703125
2022-12-19,341.260009765625
2022-12-16,345.8399963378906
2022-12-15,346.25
2022-12-14,357.510009765625
2022-12-13,357.1499938964844
2022-12-12,358.1700134277344
2022-12-09,348.8299865722656
2022-12-08,351.1700134277344
2022-12-07,347.4200134277344
2022-12-06,347.5299987792969
2022-12-05,356.0899963378906
2022-12-02,360.05999755859375
2022-12-01,360.79998779296875
2022-11-30,356.3999938964844
2022-11-29,343.1300048828125
2022-11-28,344.5899963378906
2022-11-25,351.2900085449219
2022-11-23,348.6400146484375
2022-11-22,344.9599914550781
2022-11-21,338.25
2022-11-18,343.69000244140625
2022-11-17,341.2699890136719
2022-11-16,342.760009765625
2022-11-15,343.510009765625
2022-11-14,339.3699951171875
2022-11-11,339.2900085449219
2022-11-10,337.2699890136719
2022-11-09,315.6400146484375
2022-11-08,325.75
2022-11-07,325.1300048828125
2022-11-04,318.3699951171875
2022-11-03,309.1700134277344
2022-11-02,319.82000732421875
2022-11-01,333.19000244140625
2022-10-31,328.17999267578125
2022-10-28,329.4700012207031
2022-10-27,319.3699951171875
2022-10-26,319.510009765625
2022-10-25,311.4100036621094
2022-10-24,305.6000061035156
2022-10-21,302.3699951171875
