Date,Close
2023-05-12,296.1400146484375
2023-05-11,294.7900085449219
2023-05-10,296.57000732421875
2023-05-09,296.6600036621094
2023-05-08,296.69000244140625
2023-05-05,296.6000061035156
2023-05-04,295.1600036621094
2023-05-03,295.2200012207031
2023-05-02,298.07000732421875
2023-05-01,297.5799865722656
2023-04-28,295.75
2023-04-27,294.7200012207031
2023-04-26,289.760009765625
2023-04-25,291.510009765625
2023-04-24,293.20001220703125
2023-04-21,292.05999755859375
2023-04-20,291.0
2023-04-19,291.2699890136719
2023-04-18,290.9100036621094
2023-04-17,289.30999755859375
2023-04-14,288.9800109863281
2023-04-13,289.07000732421875
2023-04-12,285.29998779296875
2023-04-11,284.4800109863281
2023-04-10,283.7799987792969
2023-04-06,282.8900146484375
2023-04-05,282.0199890136719
2023-04-04,282.2799987792969
2023-04-03,282.1400146484375
2023-03-31,279.6099853515625
2023-03-30,277.7900085449219
2023-03-29,277.44000244140625
2023-03-28,275.8500061035156
2023-03-27,273.8399963378906
2023-03-24,271.3299865722656
2023-03-23,269.6199951171875
2023-03-22,267.8699951171875
2023-03-21,270.2099914550781
2023-03-20,270.739990234375
2023-03-17,267.20001220703125
2023-03-16,270.57000732421875
2023-03-15,266.3399963378906
2023-03-14,265.8999938964844
2023-03-13,263.0799865722656
2023-03-10,262.0299987792969
2023-03-09,261.6300048828125
2023-03-08,265.3299865722656
2023-03-07,267.1300048828125
2023-03-06,270.6400146484375
2023-03-03,269.07000732421875
2023-03-02,267.57000732421875
2023-03-01,262.7200012207031
2023-02-28,263.9100036621094
2023-02-27,264.7799987792969
2023-02-24,263.67999267578125
2023-02-23,266.7799987792969
2023-02-22,268.6400146484375
2023-02-21,268.54998779296875
2023-02-17,269.989990234375
2023-02-16,265.8299865722656
2023-02-15,266.55999755859375
2023-02-14,266.6099853515625
2023-02-13,266.20001220703125
2023-02-10,262.4200134277344
2023-02-09,260.6600036621094
2023-02-08,262.82000732421875
2023-02-07,267.3399963378906
2023-02-06,267.9200134277344
2023-02-03,264.2300109863281
2023-02-02,263.2099914550781
2023-02-01,266.2699890136719
2023-01-31,267.3999938964844
2023-01-30,270.8900146484375
2023-01-27,272.4599914550781
2023-01-26,274.7200012207031
2023-01-25,273.0
2023-01-24,269.55999755859375
2023-01-23,269.2900085449219
2023-01-20,268.5799865722656
2023-01-19,263.5799865722656
2023-01-18,266.0400085449219
2023-01-17,274.1099853515625
2023-01-13,268.8900146484375
2023-01-12,266.69000244140625
2023-01-11,268.80999755859375
2023-01-10,268.9100036621094
2023-01-09,267.25
2023-01-06,269.4700012207031
2023-01-05,262.1600036621094
2023-01-04,264.3900146484375
2023-01-03,264.3299865722656
2022-12-30,263.5299987792969
2022-12-29,265.92999267578125
2022-12-28,265.1099853515625
2022-12-27,266.8399963378906
2022-12-23,267.57000732421875
2022-12-22,265.7699890136719
2022-12-21,268.1600036621094
2022-12-20,267.25
2022-12-19,265.8299865722656
2022-12-16,266.1199951171875
2022-12-15,271.7300109863281
