Date,Close
2023-05-12,106.12000274658203
2023-05-11,105.62999725341797
2023-05-10,106.97000122070312
2023-05-09,106.70999908447266
2023-05-08,107.16999816894531
2023-05-05,107.20999908447266
2023-05-04,104.72000122070312
2023-05-03,103.95999908447266
2023-05-02,114.45999908447266
2023-05-01,114.55999755859375
2023-04-28,114.29000091552734
2023-04-27,112.75
2023-04-26,111.47000122070312
2023-04-25,109.33999633789062
2023-04-24,109.29000091552734
2023-04-21,108.19000244140625
2023-04-20,107.05000305175781
2023-04-19,107.16000366210938
2023-04-18,107.91000366210938
2023-04-17,108.30999755859375
2023-04-14,107.47000122070312
2023-04-13,106.98999786376953
2023-04-12,105.5999984741211
2023-04-11,105.73999786376953
2023-04-10,104.73999786376953
2023-04-06,104.68000030517578
2023-04-05,104.9000015258789
2023-04-04,104.0
2023-04-03,104.8499984741211
2023-03-31,104.12999725341797
2023-03-30,101.31999969482422
2023-03-29,100.62000274658203
2023-03-28,98.72000122070312
2023-03-27,98.66000366210938
2023-03-24,98.33999633789062
2023-03-23,98.41999816894531
2023-03-22,99.12000274658203
2023-03-21,100.54000091552734
2023-03-20,99.8499984741211
2023-03-17,98.69999694824219
2023-03-16,100.43000030517578
2023-03-15,99.33999633789062
2023-03-14,99.45999908447266
2023-03-13,99.08000183105469
2023-03-10,99.37999725341797
2023-03-09,100.30000305175781
2023-03-08,102.5
2023-03-07,103.33999633789062
2023-03-06,104.98999786376953
2023-03-03,104.55000305175781
2023-03-02,103.01000213623047
2023-03-01,101.43000030517578
2023-02-28,102.08999633789062
2023-02-27,102.44000244140625
2023-02-24,101.5999984741211
2023-02-23,103.51000213623047
2023-02-22,104.7699966430664
2023-02-21,104.77999877929688
2023-02-17,107.0999984741211
2023-02-16,107.54000091552734
2023-02-15,109.0
2023-02-14,107.9800033569336
2023-02-13,108.5199966430664
2023-02-10,107.08999633789062
2023-02-09,106.05000305175781
2023-02-08,106.30000305175781
2023-02-07,106.83000183105469
2023-02-06,105.0199966430664
2023-02-03,104.30000305175781
2023-02-02,109.1500015258789
2023-02-01,109.98999786376953
2023-01-31,109.13999938964844
2023-01-30,108.4000015258789
2023-01-27,109.0199966430664
2023-01-26,108.76000213623047
2023-01-25,106.9800033569336
2023-01-24,106.63999938964844
2023-01-23,106.20999908447266
2023-01-20,105.04000091552734
2023-01-19,104.26000213623047
2023-01-18,105.0
2023-01-17,106.75
2023-01-13,107.2300033569336
2023-01-12,105.8499984741211
2023-01-11,106.30000305175781
2023-01-10,106.0
2023-01-09,104.73999786376953
2023-01-06,106.69000244140625
2023-01-05,104.43000030517578
2023-01-04,104.45999908447266
2023-01-03,100.83000183105469
2022-12-30,99.19999694824219
2022-12-29,99.7699966430664
2022-12-28,98.5999984741211
2022-12-27,99.19999694824219
2022-12-23,98.2699966430664
2022-12-22,97.76000213623047
2022-12-21,98.66999816894531
2022-12-20,98.0
2022-12-19,98.30000305175781
2022-12-16,98.83000183105469
2022-12-15,99.98999786376953
